Similar_Users,User1_id,User1_post,user1_Tags,user2_id,User2_post,user2_Tags
"(52738, 56671)",52738,"[32194, 32241, 35775]",python deep-learning keras image-classification machine-learning python deep-learning keras image-classification machine-learning scikit-learn keras,56671,none,none
"(52802, 8284)",52802,none,none,8284,[43184],dataset data data-cleaning normalization
"(52804, 2529)",52804,[32263],machine-learning finance,2529,none,none
"(52808, 70158)",52808,none,none,70158,"[48592, 49458]",machine-learning python classification neural-network keras model-selection
"(52816, 5259)",52816,"[33936, 33941, 35861, 38339, 43772, 45023, 48446]",classification multiclass-classification machine-learning classification multiclass-classification classification machine-learning classification scikit-learn naive-bayes-classifier machine-learning preprocessing encoding nlp natural-language-process machine-learning nlp gensim,5259,none,none
"(52832, 78038)",52832,[32290],neural-network deep-learning r keras,78038,[56017],data
"(52837, 68503)",52837,none,none,68503,[46299],python cnn
"(52842, 43780)",52842,[32300],python tensorflow,43780,none,none
"(52846, 458)",52846,[32301],clustering dbscan,458,none,none
"(52852, 80453)",52852,[32306],machine-learning neural-network deep-learning accuracy overfitting,80453,[58471],lstm rnn training backpropagation
"(52864, 31043)",52864,none,none,31043,[37738],machine-learning neural-network deep-learning data learning
"(52876, 40736)",52876,none,none,40736,"[23927, 24667, 25188, 25191, 25352]",visualization r regression logistic-regression clustering clusters weka recommender-system classification dataset
"(52878, 26515)",52878,none,none,26515,[15363],machine-learning predictive-modeling categorical-data
"(52885, 33448)",52885,[32347],nlp dataset text-mining text,33448,[20409],r data-mining statistics
"(52893, 59372)",52893,none,none,59372,"[38531, 38771, 38867]",predictive-modeling recommender-system machine-learning predictive-modeling recommender-system r predictive-modeling random-forest machine-learning-model rstudio
"(52910, 69822)",52910,"[32361, 32455, 49480]",machine-learning keras tensorflow python keras tensorflow keras word2vec,69822,"[47619, 47790, 47933, 48026, 48047, 48199, 48438, 48589, 49185, 50925, 52004, 52309, 55044, 56321, 56672, 57155, 58035]",machine-learning feature-selection feature-engineering correlation data-leakage machine-learning neural-network multiclass-classification machine-learning python predictive-modeling supervised-learning machine-learning data machine-learning multiclass-classification deep-learning speech-to-text neural-network deep-learning nlp speech-to-text neural-network nlp speech-to-text machine-learning feature-selection feature-engineering machine-learning predictive-modeling features predictive-modeling cross-validation evaluation jupyter machine-learning neural-network regression classification probability-calibration regression xgboost cross-validation overfitting metric feature-selection random-forest xgboost machine-learning classification probability-calibration classification xgboost accuracy unbalanced-classes encoding
"(52954, 45216)",52954,none,none,45216,[29682],neural-network
"(52962, 50247)",52962,none,none,50247,"[30881, 31041]",machine-learning evaluation machine-learning deep-learning
"(52967, 14439)",52967,none,none,14439,[57615],algorithms prediction supervised-learning tfidf
"(52973, 45271)",52973,none,none,45271,[27953],rnn
"(52980, 80348)",52980,[32453],python scikit-learn clustering decision-trees supervised-learning,80348,none,none
"(52995, 20396)",52995,[32468],dataset data-cleaning data-analysis,20396,none,none
"(53009, 45432)",53009,none,none,45432,[42653],deep-learning lstm forecasting
"(53020, 59681)",53020,[34333],deep-learning tensorflow computer-vision,59681,none,none
"(53041, 21982)",53041,none,none,21982,[13115],deep-learning reinforcement-learning
"(53083, 35764)",53083,[32557],machine-learning classification vc-theory,35764,none,none
"(53098, 59171)",53098,none,none,59171,"[38334, 38876, 40736, 41612]",neural-network deep-learning multiclass-classification deep-learning classification activity-recognition keras lstm classification keras time-series cnn
"(53107, 15142)",53107,[32613],r,15142,none,none
"(53137, 71115)",53137,[32942],machine-learning python neural-network deep-learning tensorflow,71115,none,none
"(53199, 339)",53199,none,none,339,"[227, 228, 8402]",bigdata efficiency apache-hadoop distributed bigdata apache-hadoop apache-spark
"(53204, 61071)",53204,[48531],data-wrangling,61071,"[39960, 39964, 40224]",machine-learning python nltk ipython machine-learning python nltk ipython machine-learning python natural-language-process jupyter ipython
"(53223, 9392)",53223,[32701],python pandas numpy,9392,none,none
"(53242, 40305)",53242,none,none,40305,"[46295, 46900, 51749]",reinforcement-learning markov-process monte-carlo classification image-classification svm hyperparameter svm loss-function hinge-loss
"(53252, 25434)",53252,[32723],statistics google,25434,none,none
"(53259, 7949)",53259,[44071],algorithms math,7949,none,none
"(53276, 12870)",53276,[54111],time-series clustering lstm data preprocessing,12870,none,none
"(53330, 43212)",53330,none,none,43212,[25606],deep-learning convnet backpropagation computer-vision
"(53337, 53742)",53337,"[36612, 36613]",programming processing etl python tensorflow machine-learning-model,53742,none,none
"(53355, 71314)",53355,none,none,71314,[49104],r databases excel
"(53414, 10232)",53414,none,none,10232,"[6153, 8616]",neural-network neural-network statistics nlp
"(53423, 21806)",53423,none,none,21806,[36140],neural-network deep-learning reinforcement-learning loss-function policy-gradients
"(53431, 43733)",53431,[48969],deep-learning natural-language-process language-model,43733,none,none
"(53438, 47473)",53438,none,none,47473,"[28818, 29051, 29139]",random-forest feature-engineering naive-bayes-classifier ranking machine-learning predictive-modeling feature-selection classification predictive-modeling dataset time-series regression
"(53468, 43148)",53468,[39329],cnn,43148,none,none
"(53471, 2862)",53471,none,none,2862,[20554],visualization tableau
"(53472, 52603)",53472,none,none,52603,[32100],machine-learning python regression linear-regression
"(53474, 51878)",53474,none,none,51878,"[33110, 41175, 41362]",sentiment-analysis tfidf image-classification normalization data-augmentation keras java
"(53476, -1)",53476,[55368],logistic-regression categorical-data similarity,-1,none,none
"(53479, 44222)",53479,[34229],clustering autoencoder text,44222,none,none
"(53489, -1)",53489,"[32949, 44715]",machine-learning neural-network backpropagation pca,-1,none,none
"(53498, 3548)",53498,"[32954, 33381, 33444]",python tensorflow machine-learning word2vec machine-learning lstm machine-translation sequence-to-sequence,3548,none,none
"(53509, 17752)",53509,none,none,17752,"[11118, 48273]",reinforcement-learning machine-learning python keras tensorflow
"(53520, 42819)",53520,none,none,42819,[25360],infographics
"(53526, 66639)",53526,none,none,66639,[44717],tensorflow azure-ml
"(53534, 40801)",53534,[33009],data-mining text-mining,40801,"[24109, 26129, 26131]",machine-learning decision-trees python nlp feature-engineering nltk feature-construction python nlp nltk tokenization
"(53544, 51999)",53544,none,none,51999,[31546],neural-network
"(53579, 30786)",53579,none,none,30786,[23872],r clustering k-means categorical-data
"(53582, 15412)",53582,none,none,15412,"[9793, 9813, 11704, 11747, 13059, 13069, 13089, 13350, 13376, 13410, 13580, 13706, 13726, 13762, 13782, 13897, 13923, 14690, 15043, 18687, 20296]",machine-learning python scikit-learn machine-learning python svm scikit-learn python neural-network deep-learning keras python deep-learning cross-validation keras python data pandas python pandas machine-learning python data-cleaning pandas keras machine-learning python deep-learning regression keras machine-learning python deep-learning scikit-learn keras machine-learning python scikit-learn random-forest machine-learning python dataset scikit-learn machine-learning deep-learning tensorflow keras machine-learning scikit-learn feature-engineering encoding machine-learning scikit-learn feature-extraction feature-engineering dataset pandas feature-extraction categorical-data feature-engineering deep-learning keras word-embeddings word2vec machine-learning deep-learning word-embeddings word2vec sentiment-analysis machine-learning python visualization data-cleaning python dataset visualization pandas distribution python visualization pandas machine-learning deep-learning
"(53606, 51878)",53606,none,none,51878,"[33110, 41175, 41362]",sentiment-analysis tfidf image-classification normalization data-augmentation keras java
"(53613, 40517)",53613,"[33105, 51955]",machine-learning data-mining decision-trees data pca python visualization data-cleaning similarity jaccard-coefficient,40517,none,none
"(53634, 68818)",53634,none,none,68818,[46619],machine-learning text-mining natural-language-process
"(53648, 30114)",53648,"[33158, 46541, 51012, 51132, 51211, 51444, 51600, 52584, 52744, 53576, 57378]",xgboost python pandas dataframe regression unbalanced-classes prediction dimensionality-reduction feature-scaling pipelines missing-data scikit-learn transformer python pandas python anaconda categorical-data transformer python machine-learning python scikit-learn random-forest grid-search,30114,none,none
"(53652, 62980)",53652,[33151],nlp stanford-nlp,62980,none,none
"(53681, 12520)",53681,[33179],image-recognition aws ocr,12520,none,none
"(53703, 64002)",53703,none,none,64002,[42356],regression linear-regression
"(53721, 40992)",53721,[33222],regression data-analysis,40992,none,none
"(53722, 39859)",53722,none,none,39859,[23429],machine-learning neural-network activation-function
"(53747, 27446)",53747,[33421],keras tensorflow convnet cross-validation data-augmentation,27446,none,none
"(53752, 61107)",53752,[33249],clustering unsupervised-learning,61107,none,none
"(53768, 64494)",53768,[35504],python scikit-learn predictive-modeling cross-validation accuracy,64494,[42798],machine-learning neural-network deep-learning cnn
"(53789, 55015)",53789,[33277],python statistics,55015,none,none
"(53791, 40235)",53791,none,none,40235,[26501],aws
"(53821, 73866)",53821,none,none,73866,[51616],machine-learning logistic-regression java
